repository,revision,current_site,line,reference_kind,current_reference,consumer_owner,replacement_tt_transformers_contract,compatibility_shim_need,shim_duration,test_gate,cutover_order,external_status
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,models/tt_transformers/tests/test_batched_prefill_slots.py,18,python_import,models.common.sampling.tt_log_probs,legacy TTTv1 model owners,tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); import tt_transformers.sampling.tt_log_probs,yes: temporary tt-metal old-namespace forwarding shim,one tt-metal release after every inventoried consumer is migrated,existing owner test plus clean-environment import with no tt-metal source on sys.path,3-switch-consumer-after-release,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,models/tt_transformers/tests/test_ccl_utils.py,10,python_import,models.common.modules,legacy TTTv1 model owners,tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); import tt_transformers.modules,yes: temporary tt-metal old-namespace forwarding shim,one tt-metal release after every inventoried consumer is migrated,existing owner test plus clean-environment import with no tt-metal source on sys.path,3-switch-consumer-after-release,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,models/tt_transformers/tt/ccl.py,6,python_import,models.common.modules.tt_ccl,legacy TTTv1 model owners,tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); import tt_transformers.modules.tt_ccl,yes: temporary tt-metal old-namespace forwarding shim,one tt-metal release after every inventoried consumer is migrated,existing owner test plus clean-environment import with no tt-metal source on sys.path,3-switch-consumer-after-release,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,models/tt_transformers/tt/generator.py,22,python_import,models.common.sampling,legacy TTTv1 model owners,tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); import tt_transformers.sampling,yes: temporary tt-metal old-namespace forwarding shim,one tt-metal release after every inventoried consumer is migrated,existing owner test plus clean-environment import with no tt-metal source on sys.path,3-switch-consumer-after-release,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,models/tt_transformers/tt/generator.py,2574,python_import,models.common.sampling.tt_log_probs,legacy TTTv1 model owners,tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); import tt_transformers.sampling.tt_log_probs,yes: temporary tt-metal old-namespace forwarding shim,one tt-metal release after every inventoried consumer is migrated,existing owner test plus clean-environment import with no tt-metal source on sys.path,3-switch-consumer-after-release,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,models/tt_transformers/tt/generator.py,29,python_import,models.common.sampling.tt_log_probs,legacy TTTv1 model owners,tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); import tt_transformers.sampling.tt_log_probs,yes: temporary tt-metal old-namespace forwarding shim,one tt-metal release after every inventoried consumer is migrated,existing owner test plus clean-environment import with no tt-metal source on sys.path,3-switch-consumer-after-release,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,models/tt_transformers/tt/model.py,12,python_import,models.common.sampling.generator,legacy TTTv1 model owners,tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); import tt_transformers.sampling.generator,yes: temporary tt-metal old-namespace forwarding shim,one tt-metal release after every inventoried consumer is migrated,existing owner test plus clean-environment import with no tt-metal source on sys.path,3-switch-consumer-after-release,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,models/tt_transformers/tt/model.py,13,python_import,models.common.sampling.tt_sampling,legacy TTTv1 model owners,tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); import tt_transformers.sampling.tt_sampling,yes: temporary tt-metal old-namespace forwarding shim,one tt-metal release after every inventoried consumer is migrated,existing owner test plus clean-environment import with no tt-metal source on sys.path,3-switch-consumer-after-release,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,models/tttv2_bh_required_capabilities.schema.json,file,qualification_tool_or_contract,models/tttv2_bh_required_capabilities.schema.json,tt-metal TTTv2 qualification owners,Use tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile) with the corresponding qualification/ path from the exact standalone release; retain tt-metal copy only as a forwarding notice during overlap.,documentation/CLI forwarding notice only,one tt-metal release,standalone qualification host tests and schema validation,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,models/tttv2_llama33_70b_bh_required_capabilities.json,file,qualification_tool_or_contract,models/tttv2_llama33_70b_bh_required_capabilities.json,tt-metal TTTv2 qualification owners,Use tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile) with the corresponding qualification/ path from the exact standalone release; retain tt-metal copy only as a forwarding notice during overlap.,documentation/CLI forwarding notice only,one tt-metal release,standalone qualification host tests and schema validation,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,models/tttv2_llama3_8b_bh_required_capabilities.json,file,qualification_tool_or_contract,models/tttv2_llama3_8b_bh_required_capabilities.json,tt-metal TTTv2 qualification owners,Use tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile) with the corresponding qualification/ path from the exact standalone release; retain tt-metal copy only as a forwarding notice during overlap.,documentation/CLI forwarding notice only,one tt-metal release,standalone qualification host tests and schema validation,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,models/tttv2_qwen3_32b_bh_required_capabilities.json,file,qualification_tool_or_contract,models/tttv2_qwen3_32b_bh_required_capabilities.json,tt-metal TTTv2 qualification owners,Use tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile) with the corresponding qualification/ path from the exact standalone release; retain tt-metal copy only as a forwarding notice during overlap.,documentation/CLI forwarding notice only,one tt-metal release,standalone qualification host tests and schema validation,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,models/tttv2_validate_bh_required_capabilities.py,file,qualification_tool_or_contract,models/tttv2_validate_bh_required_capabilities.py,tt-metal TTTv2 qualification owners,Use tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile) with the corresponding qualification/ path from the exact standalone release; retain tt-metal copy only as a forwarding notice during overlap.,documentation/CLI forwarding notice only,one tt-metal release,standalone qualification host tests and schema validation,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,models/tttv2_validate_vllm_matrix.py,file,qualification_tool_or_contract,models/tttv2_validate_vllm_matrix.py,tt-metal TTTv2 qualification owners,Use tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile) with the corresponding qualification/ path from the exact standalone release; retain tt-metal copy only as a forwarding notice during overlap.,documentation/CLI forwarding notice only,one tt-metal release,standalone qualification host tests and schema validation,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,models/tttv2_vllm_hardware_gate_runner.sh,file,qualification_tool_or_contract,models/tttv2_vllm_hardware_gate_runner.sh,tt-metal TTTv2 qualification owners,Use tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile) with the corresponding qualification/ path from the exact standalone release; retain tt-metal copy only as a forwarding notice during overlap.,documentation/CLI forwarding notice only,one tt-metal release,standalone qualification host tests and schema validation,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/emule/models/test_tt_transformers_text_demo.py,38,python_import,models.common.sampling,Emule model-integration owners,tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); import tt_transformers.sampling,yes: temporary tt-metal old-namespace forwarding shim,one tt-metal release after every inventoried consumer is migrated,existing owner test plus clean-environment import with no tt-metal source on sys.path,3-switch-consumer-after-release,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,118,ci_or_test_path,export HF_MODEL=meta-llama/Llama-3.2-1B-Instruct HF_HUB_OFFLINE=1 TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/meta-llama/Llama-3.2-1B-Instruct MESH_DEVICE=N150,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,119,ci_or_test_path,"pytest --timeout 600 models/common/tests/demos/llama32_1b/demo.py -k ""token-accuracy and performance""",tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,132,ci_or_test_path,export HF_MODEL=meta-llama/Llama-3.2-3B-Instruct HF_HUB_OFFLINE=1 TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/meta-llama/Llama-3.2-3B-Instruct MESH_DEVICE=N150,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,133,ci_or_test_path,# Extra time budget vs a warm run: the first CI run must generate the TTTv2 weight cache at,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,135,ci_or_test_path,"pytest --timeout 720 models/common/tests/demos/llama32_3b/demo.py -k ""token-accuracy and performance""",tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,226,ci_or_test_path,# TTTv2 substitution (wh_llmbox_perf / T3K only — the TTTv2 qwen3_32b demo is T3K-only: 64 attn / 8 KV,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,232,ci_or_test_path,export HF_MODEL=Qwen/Qwen3-32B HF_HUB_OFFLINE=1 TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/Qwen/Qwen3-32B MESH_DEVICE=T3K,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,233,ci_or_test_path,"pytest --timeout 1800 models/common/tests/demos/qwen3_32b/demo.py -k ""token-accuracy and performance""",tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,234,ci_or_test_path,"pytest --timeout 1800 models/common/tests/demos/qwen3_32b/demo.py -k ""eval-32 and performance""",tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,246,ci_or_test_path,"# The TTTv2 qwen3_32b demo is T3K-only, so the Blackhole (bh_quietbox_2) SKU keeps its TTTv1",tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,247,ci_or_test_path,# simple_text_demo leg until a Blackhole TTTv2 bring-up exists — no coverage dropped.,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,338,ci_or_test_path,export HF_MODEL=Qwen/Qwen2.5-Coder-32B-Instruct HF_HUB_OFFLINE=1 TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/Qwen/Qwen2.5-Coder-32B-Instruct MESH_DEVICE=T3K,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,339,ci_or_test_path,"pytest --timeout 1500 models/common/tests/demos/qwen25_coder_32b/demo.py -k ""token-accuracy and performance""",tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,340,ci_or_test_path,"pytest --timeout 1800 models/common/tests/demos/qwen25_coder_32b/demo.py -k ""eval-32 and performance""",tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,368,ci_or_test_path,export HF_MODEL=Qwen/Qwen2.5-7B-Instruct HF_HUB_OFFLINE=1 TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/Qwen/Qwen2.5-7B-Instruct MESH_DEVICE=N300,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,369,ci_or_test_path,"pytest --timeout 420 models/common/tests/demos/qwen25_7b/demo.py -k ""token-accuracy and performance""",tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,381,ci_or_test_path,# CI. The TTTv2 qwen25_72b demo below is the staged replacement (T3K parity-verified locally) but stays,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,386,ci_or_test_path,#   # TTTv2 qwen25_72b demo is T3K-only (80 layers / 64 attn / 8 KV heads => 8-way TP; 72B weights need 8,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,387,ci_or_test_path,#   # devices). First CI run builds the TTTv2 LazyWeight cache (cold 72B weight conversion) before the demo.,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,389,ci_or_test_path,#     export HF_MODEL=Qwen/Qwen2.5-72B-Instruct HF_HUB_OFFLINE=1 TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/Qwen/Qwen2.5-72B-Instruct MESH_DEVICE=T3K,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,390,ci_or_test_path,"#     pytest --timeout 3600 models/common/tests/demos/qwen25_72b/demo.py -k ""token-accuracy and performance""",tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,711,ci_or_test_path,export HF_MODEL=mistralai/Mistral-7B-Instruct-v0.3 HF_HUB_OFFLINE=1 TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/mistralai/Mistral-7B-Instruct-v0.3 MESH_DEVICE=N150,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_e2e_tests.yaml,712,ci_or_test_path,"pytest --timeout 420 models/common/tests/demos/mistral_7b/demo.py -k ""token-accuracy and performance""",tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_sweep_tests.yaml,101,ci_or_test_path,pytest --timeout 600 models/common/tests/test_tt_sampling.py,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_sweep_tests.yaml,104,ci_or_test_path,"pytest --timeout 600 models/common/tests/test_sampling.py -k ""not log_probs and not logprobs""",tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_sweep_tests.yaml,120,ci_or_test_path,cmd: HF_HUB_OFFLINE=1 HF_HOME=/mnt/MLPerf/huggingface HF_MODEL=meta-llama/Llama-3.1-8B-Instruct pytest --tb=short models/common/tests/modules/mlp,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_sweep_tests.yaml,122,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_sweep_tests.yaml,131,ci_or_test_path,cmd: HF_HUB_OFFLINE=1 HF_HOME=/mnt/MLPerf/huggingface HF_MODEL=meta-llama/Llama-3.1-8B-Instruct pytest --tb=short models/common/tests/modules/rope,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_sweep_tests.yaml,133,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_sweep_tests.yaml,142,ci_or_test_path,cmd: HF_HUB_OFFLINE=1 HF_HOME=/mnt/MLPerf/huggingface HF_MODEL=meta-llama/Llama-3.1-8B-Instruct pytest --tb=short models/common/tests/modules/rmsnorm,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_sweep_tests.yaml,144,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_sweep_tests.yaml,153,ci_or_test_path,cmd: HF_HUB_OFFLINE=1 HF_HOME=/mnt/MLPerf/huggingface TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/attention_1d pytest --tb=short models/common/tests/modules/attention,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_sweep_tests.yaml,155,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_sweep_tests.yaml,164,ci_or_test_path,cmd: HF_HUB_OFFLINE=1 HF_HOME=/mnt/MLPerf/huggingface HF_MODEL=meta-llama/Llama-3.1-8B-Instruct TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/embedding_1d pytest --tb=short models/common/tests/modules/embedding,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
